ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YGL128C,5177,2216,4549,4984,2671
YGL129C,2689,1218,1774,6169,5256
YGL130W,6393,511,916,4610,881
YGL131C,4943,5456,360,3929,692
YGL132W,2235,2228,6524,4419,1459
YGL133W,6055,3323,1162,2041,520
YGL134W,6187,5550,958,901,2834
YGL135W,846,298,446,6560,1804
YGL136C,5949,2942,522,4853,5175
YGL137W,3097,5413,6166,2084,1289
YGL138C,2229,2061,4421,4422,3294
YGL139W,2237,2243,962,5473,2239
YGL140C,2236,2243,2330,962,5473
YGL141W,2036,970,2567,336,3672
YGL142C,252,3508,4043,1358,633
YGL143C,5674,3321,5115,410,6169
YGL144C,4722,5051,5433,6001,3174
YGL145W,4567,5381,2194,1569,5814
YGL146C,2237,2330,2093,787,2236
YGL147C,846,298,446,6560,1804
YGL148W,6518,1168,3886,2301,2120
YGL149W,4065,1389,2602,4699,-2
YGL150C,6400,5173,1236,1395,3341
YGL151W,5359,773,1364,5136,738
YGL152C,3477,840,397,3478,2250
YGL153W,4294,4776,1295,1183,1321
YGL154C,374,1243,3114,5521,1285
YGL155W,3682,6635,4335,5050,3287
YGL156W,5638,5636,3774,1810,2984
YGL157W,887,765,3739,2872,70
YGL158W,4197,3390,138,2410,656
YGL159W,209,6618,3393,1799,2203
YGL160W,2167,5945,2447,59,4732
YGL161C,2297,2554,6253,1121,552
YGL162W,6340,4884,1286,3674,4384
YGL163C,1837,4634,1035,4958,3352
YGL164C,4405,5929,5007,3081,1032
YGL165C,951,780,5155,4755,6641
YGL166W,2813,2810,304,4535,5765
YGL167C,902,2601,2265,366,5138
YGL168W,2264,1962,2398,641,2397
YGL169W,877,3939,2647,2832,4638
YGL170C,5648,5921,4331,2963,4117
YGL171W,6435,522,5000,6381,5734
YGL172W,3296,2027,2492,3138,5836
YGL173C,3384,1639,5236,5709,938
YGL174W,4098,4984,989,3211,4048
YGL175C,4995,2712,5373,1434,4958
YGL176C,4065,2954,-2,-2,-2
YGL177W,1566,4784,3884,2937,1897
YGL178W,938,1567,3879,5523,4579
YGL179C,2211,1746,2307,1548,366
YGL180W,5365,925,6507,5346,6658
YGL181W,5832,4984,1729,5327,186
YGL182C,2280,4136,1456,4438,3116
YGL183C,2127,2712,1935,1955,930
YGL184C,3626,4070,2531,1831,1764
YGL185C,4065,1987,2589,1016,4721
YGL186C,4852,1508,4851,1657,5458
YGL187C,6703,5801,6664,2807,3431
YGL188C,2284,2565,5631,1444,2566
YGL188C-A,4065,3189,961,3509,-2
YGL189C,2244,4111,846,298,446
YGL190C,16,5747,910,968,818
YGL191W,5801,2064,2807,3431,1652
YGL192W,636,5319,309,3588,3366
YGL193C,302,4634,1064,4680,699
YGL194C,692,360,5553,3135,1196
YGL194C-A,4065,6002,-2,-2,-2
YGL195W,2034,1339,2555,1193,4984
YGL196W,645,1821,5106,4601,5711
YGL197W,6185,931,3561,4916,3537
YGL198W,2258,2298,5386,1121,2554
YGL199C,2297,4701,1625,4702,1144
YGL200C,84,4613,2093,2878,2670
YGL201C,6595,4187,3176,87,313
YGL202W,1448,6518,2245,5442,2458
YGL203C,5361,5967,5431,5945,5050
YGL204C,4980,-2,-2,-2,-2
YGL205W,3188,3909,1732,5924,1308
YGL206C,2548,975,1378,160,6654
YGL207W,4675,5142,121,4610,5141
YGL208W,1548,2211,1872,2276,1492
YGL209W,2862,1406,1548,5011,3703
YGL210W,6079,1880,5390,32,4369
YGL211W,5237,3018,2879,5999,4383
YGL212W,4968,5844,4176,175,3873
YGL213C,6662,4518,4543,5705,5815
YGL214W,2312,1843,2579,1422,3185
YGL215W,901,5415,6383,2834,958
YGL216W,6603,1695,6317,189,4128
YGL217C,4145,2315,4210,2771,6317
YGL218W,2318,1553,3823,3262,5558
YGL219C,8,4015,5558,58,4010
YGL220W,1135,1929,4041,53,55
YGL221C,6223,589,1219,3606,4202
YGL222C,5236,5709,1754,938,3384
YGL223C,4677,2493,2096,5163,6563
YGL224C,1469,5896,4312,2374,4443
YGL225W,4640,6409,5160,1212,1626
YGL226C-A,1624,5841,2116,1012,5824
YGL226W,2807,2284,5801,1652,4121
YGL227W,1307,3029,3117,619,4894
YGL228W,5714,3293,5600,3294,685
YGL229C,818,6498,2330,2964,5890
YGL230C,3876,3556,1794,2237,2243
YGL231C,3882,625,3582,4024,3041
YGL232W,5251,1162,1161,4349,6186
YGL233W,1724,3087,1207,4269,3345
YGL234W,5078,5867,2431,1478,92
YGL235W,6102,2168,4583,3702,3807
YGL236C,4773,804,6376,596,6690
YGL237C,143,6115,3781,554,3323
YGL238W,5312,4984,4463,2602,3880
YGL239C,2338,1099,-2,-2,-2
YGL240W,4212,777,213,2094,3286
YGL241W,267,5089,1852,3628,4984
YGL242C,4866,3801,1173,5246,882
YGL243W,3291,4431,4351,4757,5620
YGL244W,555,5862,4543,5705,2306
YGL245W,2201,2767,2649,6322,205
YGL246C,5784,1345,4047,2270,1435
YGL247W,3056,2602,3984,4888,6485
YGL248W,6117,3262,3049,1738,5635
YGL249W,2926,4514,3094,1341,452
YGL250W,6572,5757,5762,4165,782
YGL251C,1955,930,2712,1455,3094
YGL252C,5191,5621,2637,236,1917
YGL253W,463,3190,2129,2087,4573
YGL254W,6250,3584,3970,2362,2618
YGL255W,3851,3037,3313,5103,5714
YGL256W,4838,947,5081,5642,2458
YGL257C,3026,1715,2363,5376,2359
YGL258W,2356,6146,2363,5377,3949
YGL258W-A,2363,2357,2364,2358,3896
YGL259W,2363,2359,1618,4605,3253
YGL260W,3935,3949,3254,2690,2362
YGL261C,2738,5548,1618,4076,4588
YGL262W,2364,2359,2357,2360,2358
YGL263W,2363,2362,5724,5725,2359
YGR001C,6539,5134,3082,3625,2731
YGR002C,5225,1236,1395,505,1556
YGR003W,5693,996,6203,1389,4213
YGR004W,6485,1550,2923,4439,1284
YGR005C,3035,916,3404,2916,3692
YGR006W,1729,1125,3849,3988,1427
YGR007W,1188,2891,4218,5292,5248
YGR008C,905,2131,2855,5023,4357
YGR009C,6397,32,6080,4951,1205
YGR010W,2840,5957,2080,5247,5896
YGR011W,2374,-2,-2,-2,-2
YGR012W,4416,4070,10,3634,3626
YGR013W,3674,3079,860,1286,2853
YGR014W,1860,4335,6534,4204,2693
YGR015C,4065,26,522,6095,3769
YGR016W,795,59,2757,4065,4315
YGR017W,2382,6586,1657,5496,4740
YGR018C,2381,4579,1465,3234,4079
YGR019W,5023,254,4933,6131,4934
YGR020C,1655,4574,3748,4808,6493
YGR021W,5382,4150,6256,1888,6334
YGR022C,2387,2658,2194,2114,1215
YGR023W,4491,5738,2441,5665,4447
YGR024C,6490,146,313,1922,5367
YGR025W,4065,-2,-2,-2,-2
YGR026W,5228,6518,2618,2525,6186
YGR027C,2244,4111,846,298,446
YGR027W-A,4118,686,5006,681,906
YGR027W-B,5006,5112,3714,4270,4994
YGR028W,164,3275,3383,873,3410
YGR029W,3872,2752,1648,4029,2564
YGR030C,432,4230,36,3221,533
YGR031C-A,2398,6247,1962,641,5804
YGR031W,2397,6247,3806,1962,5804
YGR032W,6635,4457,5086,3700,2700
YGR033C,3036,3364,6221,3407,4974
YGR034W,846,298,446,6560,3643
YGR035C,4462,5906,5916,4612,4182
YGR035W-A,4065,-2,-2,-2,-2
YGR036C,4761,6392,6656,518,4620
YGR037C,1589,6396,3858,4298,3802
YGR038C-A,5006,4270,4051,1180,3996
YGR038C-B,5006,5112,3714,4270,4051
YGR038W,5074,1098,311,3887,4467
YGR039W,2492,4065,6478,3589,6501
YGR040W,2851,6206,5165,4335,1551
YGR041W,6051,697,4167,6049,3165
YGR042W,3565,4958,3208,6180,1762
YGR043C,376,2641,6532,2633,4861
YGR044C,3119,3588,699,1853,4154
YGR045C,823,2500,1302,2018,2516
YGR046W,279,2868,4296,585,6572
YGR047C,2631,383,1424,5150,6163
YGR048W,472,435,4614,900,3045
YGR049W,5578,503,5169,1960,5229
YGR050C,366,1082,-2,-2,-2
YGR051C,2100,-2,-2,-2,-2
YGR052W,2855,1900,5762,3367,3227
YGR053C,4065,1867,4163,948,3759
YGR054W,5681,40,298,735,1057
YGR055W,6075,1868,1579,4283,4073
YGR056W,3908,3150,2070,714,4847
YGR057C,3852,2544,4733,237,4311
YGR058W,975,6023,4916,2161,4311
YGR059W,656,1269,4429,3571,2875
YGR060W,4139,4184,2754,2092,2835
YGR061C,5078,1478,2334,4878,5867
YGR062C,1905,1652,4974,880,5801
YGR063C,5554,3035,4610,916,3404
YGR064W,2433,5821,2527,4196,1487
YGR065C,5527,5529,3074,5528,1791
YGR066C,1307,1431,4376,4894,4786
YGR067C,2620,6479,1864,4977,4864
YGR068C,2439,1868,3344,3921,234
YGR068W-A,2438,-2,-2,-2,-2
YGR069W,5263,409,1663,4236,275
YGR070W,6635,5205,4335,3142,5738
YGR071C,6288,5075,4493,5614,5994
YGR072W,4835,2843,1215,1053,4884
YGR073C,2445,4731,2446,-2,-2
YGR074W,5900,4984,989,4652,6552
YGR075C,416,871,1545,6059,4233
YGR076C,6335,4962,2604,2689,728
YGR077C,4776,1321,4294,5337,836
YGR078C,4303,5275,1625,4702,3444
YGR079W,4123,4065,5524,5684,6116
YGR080W,1998,4062,1099,5861,3050
YGR081C,522,5066,831,1519,642
YGR082W,4974,5185,5250,5239,4814
YGR083C,3501,3926,1262,4403,6008
YGR084C,2689,1077,526,5256,6169
YGR085C,846,298,446,6560,1804
YGR086C,6160,4655,4842,6612,1561
YGR087C,4219,4127,5081,4934,4933
YGR088W,4933,3599,2756,6249,4740
YGR089W,1674,5972,3930,2408,2493
YGR090W,3327,2268,4300,6606,1355
YGR091W,5900,1894,3517,4233,4384
YGR092W,3129,2056,4670,94,6578
YGR093W,3823,4048,989,5661,1568
YGR094W,6322,6490,3099,5912,380
YGR095C,2848,2534,2829,694,884
YGR096W,4468,53,1692,182,3059
YGR097W,4055,4197,5136,3835,6301
YGR098C,1152,1959,3332,771,2056
YGR099W,3697,6400,3633,3208,2867
YGR100W,4598,3884,1014,5806,1984
YGR101W,6411,5959,5932,444,526
YGR102C,5070,209,6575,1153,5133
YGR103W,5066,1869,2856,802,4278
YGR104C,1740,528,2795,4869,5695
YGR105W,2477,587,4574,6018,2819
YGR106C,2476,6018,4574,2776,6399
YGR107W,-2,-2,-2,-2,-2
YGR108W,424,4748,3452,398,2094
YGR109C,424,3452,3459,4162,398
YGR109W-A,3522,124,707,1723,3968
YGR109W-B,875,6209,1317,1885,5006
YGR110W,918,6602,2868,292,6370
YGR111W,5745,3193,4840,2502,1916
YGR112W,1888,6334,6352,2807,4306
YGR113W,1248,2156,1048,3717,3938
YGR114C,2489,2488,3234,-2,-2
YGR115C,2489,3580,2487,-2,-2
YGR116W,4610,6592,2433,916,2306
YGR117C,4065,5359,5154,389,-2
YGR118W,846,298,446,6560,1804
YGR119C,3296,2027,3138,1238,1849
YGR120C,2322,1908,6563,5163,4677
YGR121C,2634,3645,5262,6492,5766
YGR121W-A,3303,325,448,1619,244
YGR122C-A,4449,-2,-2,-2,-2
YGR122W,2717,6023,4916,5764,2141
YGR123C,6405,4954,6309,3789,5151
YGR124W,5612,6608,3778,4109,1776
YGR125W,4175,2415,823,1302,2018
YGR126W,5798,2990,3616,151,6177
YGR127W,4840,1916,5831,2484,1902
YGR128C,4700,2461,3369,3327,4300
YGR129W,1427,3849,318,3545,4201
YGR130C,4782,4842,3776,4322,6021
YGR131W,1264,994,5317,2457,1002
YGR132C,2615,58,5932,185,1835
YGR133W,63,1321,4776,5455,4294
YGR134W,5414,6530,3054,1798,751
YGR135W,3258,4699,6009,2777,1739
YGR136W,5925,3275,2512,1868,2882
YGR137W,2511,6047,4319,3408,5584
YGR138C,6463,3145,6215,304,6620
YGR139W,-2,-2,-2,-2,-2
YGR140W,4932,4850,1389,6373,3583
YGR141W,2415,5555,823,2500,1302
YGR142W,1214,4038,5117,6623,357
YGR143W,1108,6091,2121,6214,2430
YGR144W,6378,2015,5884,1025,5458
YGR145W,5559,6435,3267,831,3327
YGR146C,2040,2039,2523,1792,4456
YGR146C-A,2040,2039,2523,4456,2871
YGR147C,2040,2039,2522,4456,2871
YGR148C,846,298,446,6560,4879
YGR149W,6200,885,6269,4740,6127
YGR150C,4150,526,6695,6056,6575
YGR151C,2528,2434,5821,4196,5320
YGR152C,48,3760,697,469,5215
YGR153W,5426,3911,2061,5996,3779
YGR154C,2281,3252,1585,4072,615
YGR155W,10,4416,2281,3626,1764
YGR156W,51,4199,3587,1242,5345
YGR157W,3568,5292,5919,1745,2552
YGR158C,2829,2466,694,884,1336
YGR159C,4300,6061,2857,783,4278
YGR160W,3453,2535,3238,5371,6044
YGR161C,910,5747,16,3927,485
YGR161C-C,5006,4270,4051,1180,3996
YGR161C-D,5006,5439,3714,4270,4051
YGR161W-A,3654,5006,6192,-2,4072
YGR161W-B,3984,5006,2269,6287,4636
YGR161W-C,152,5971,5770,2464,3025
YGR162W,5699,3402,3960,1919,5090
YGR163W,4733,3907,2964,331,2427
YGR164W,-2,-2,-2,-2,-2
YGR165W,4921,2689,1218,1408,6169
YGR166W,1544,3969,529,4989,1477
YGR167W,2305,5366,1194,3621,5925
YGR168C,164,3109,1646,3732,2054
YGR169C,2159,5991,1951,6376,4268
YGR169C-A,4295,2319,3652,1533,4221
YGR170W,5919,1745,2891,3568,2533
YGR171C,2201,2568,5912,205,5585
YGR172C,1805,5386,2258,2297,1997
YGR173W,1193,2294,5829,2658,2620
YGR174C,6379,170,6692,1605,2064
YGR174W-A,4065,-2,-2,-2,-2
YGR175C,2430,2968,2754,2092,2835
YGR176W,1233,679,3228,674,661
YGR177C,2648,2505,2597,3620,4782
YGR178C,2889,1919,824,5200,938
YGR179C,6174,1376,482,3631,4501
YGR180C,3282,1800,3084,3375,3552
YGR181W,4974,3632,5486,2752,348
YGR182C,2566,5019,3465,6344,5039
YGR183C,5801,6664,2064,2807,3431
YGR184C,2153,3672,5021,2238,970
YGR185C,1055,6089,5912,2649,6322
YGR186W,3963,2369,6289,6545,916
YGR187C,6200,5190,6020,2826,2174
YGR188C,2212,3170,3286,5623,2189
YGR189C,3423,4396,2609,1999,5582
YGR190C,2574,4415,2552,1350,4052
YGR191W,2573,992,2548,2305,6082
YGR192C,666,1086,3726,2639,3309
YGR193C,1974,1934,492,6173,5186
YGR194C,4153,3381,2872,4471,3658
YGR195W,2534,2829,2466,694,884
YGR196C,2313,1843,3383,4967,2919
YGR197C,4068,6612,5906,2009,4375
YGR198W,4983,4418,3887,5390,2838
YGR199W,3641,3508,3792,866,24
YGR200C,6244,4504,6260,2965,5093
YGR201C,2,2220,4455,5301,5799
YGR202C,5248,4218,2891,1263,1188
YGR203W,804,6034,6033,2879,5999
YGR204C-A,4065,424,-2,-2,-2
YGR204W,4141,4110,4878,539,5989
YGR205W,4867,5397,3095,1607,6131
YGR206W,6223,589,4203,4542,3597
YGR207C,6459,6113,1357,2064,2304
YGR208W,5928,4141,431,539,715
YGR209C,6249,4193,4629,1763,3599
YGR210C,2589,2595,3749,2626,2628
YGR211W,6539,6020,377,2594,6360
YGR212W,2029,4816,2637,3096,4886
YGR213C,4462,5916,5906,4743,6457
YGR214W,846,298,446,6560,1804
YGR215W,1774,4956,526,2689,816
YGR216C,6234,6337,5057,1507,6254
YGR217W,366,5417,5826,2097,3867
YGR218W,4405,2944,6331,1032,3081
YGR219W,2604,2823,2069,4079,3845
YGR220C,5891,2920,410,3321,707
YGR221C,4720,426,5049,5990,2820
YGR222W,1904,5031,5516,4150,6705
YGR223C,5365,2945,6280,726,925
YGR224W,5055,6215,2513,4727,6136
YGR225W,3685,213,4212,2340,1157
YGR226C,2609,6072,-2,-2,-2
YGR227W,5803,5499,2116,211,6392
YGR228W,5403,3182,2611,2823,2613
YGR229C,5036,4457,238,4491,2399
YGR230W,5943,2469,4748,2925,94
YGR231C,2507,4845,1734,5932,4974
YGR232W,2777,1739,2143,5856,2086
YGR233C,5550,6187,2065,4735,3064
YGR234W,947,985,1168,2354,2666
YGR235C,638,5217,538,2038,3916
YGR236C,1864,4864,5318,4977,1106
YGR237C,2642,4618,4065,3180,424
YGR238C,91,2931,3187,5394,25
YGR239C,1183,2933,4294,1055,166
YGR240C,463,4976,4497,1086,3726
YGR240C-A,4065,5716,2157,4165,821
YGR241C,3212,32,172,2305,5366
YGR242W,2626,6208,2897,-2,-2
YGR243W,2176,4442,5976,5838,1796
YGR244C,1189,5881,3149,1974,4053
YGR245C,1721,5954,3671,729,5228
YGR246C,2417,1897,5471,5150,5955
YGR247W,5660,3934,3352,5885,1767
YGR248W,5364,2641,5917,2961,4740
YGR249W,2494,6424,3894,3893,3708
YGR250C,41,5829,1193,3207,4815
YGR251W,6035,3327,717,2461,4325
YGR252W,5142,1461,591,2162,5708
YGR253C,3258,4699,6009,2777,1739
YGR254W,45,666,3826,2948,3726
YGR255C,4721,5653,5512,5864,4304
YGR256W,376,2413,2633,1300,2936
YGR257C,2805,2756,2621,3605,893
YGR258C,4972,1367,3530,1925,4703
YGR259C,1878,5534,1104,4008,3432
YGR260W,228,3520,3890,1469,4443
YGR261C,6359,3279,564,6486,6428
YGR262C,4638,3939,3449,3998,877
YGR263C,2560,3762,4654,5357,3103
YGR264C,2201,2345,6322,205,5912
YGR265W,2649,-2,-2,-2,-2
YGR266W,5656,2654,2653,4211,2477
YGR267C,4870,156,5985,5379,5503
YGR268C,2654,3725,5877,2651,2605
YGR269W,2653,6109,2651,2652,6072
YGR270C-A,2656,-2,-2,-2,-2
YGR270W,6240,2655,1268,2660,3375
YGR271C-A,6307,6035,3848,1120,4764
YGR271W,2938,305,5064,4652,1294
YGR273C,2661,2662,2657,4722,2663
YGR274C,467,1186,4753,4998,2208
YGR275W,4785,6491,4847,714,3150
YGR276C,4142,5731,2659,2848,5573
YGR277C,3103,1243,1607,3756,5790
YGR278W,4984,3849,1486,1926,1427
YGR279C,2851,3423,5582,4413,3424
YGR280C,2268,6200,2216,2856,5734
YGR281W,5894,1042,6215,1475,2106
YGR282C,4413,3190,5935,5088,4457
YGR283C,5132,6375,547,4278,5949
YGR284C,165,3290,4613,6654,84
YGR285C,2824,5332,6265,1009,434
YGR286C,5528,5529,917,5944,5527
YGR287C,3190,3119,2675,574,575
YGR288W,2675,2678,575,577,2673
YGR289C,2674,2678,577,5718,2673
YGR290W,2675,5766,6101,5668,1164
YGR291C,-2,-2,-2,-2,-2
YGR292W,3190,2675,577,575,2674
YGR293C,2680,578,-2,-2,-2
YGR294W,5548,1680,81,579,3204
YGR295C,2152,3117,1868,2674,2742
YGR296C-A,2684,2683,6452,3784,-2
YGR296C-B,2684,2682,6452,3784,-2
YGR296W,2683,2682,4595,4081,247
YHL001W,846,298,446,6560,1804
YHL002C-A,2687,2118,-2,-2,-2
YHL002W,4270,4051,5475,3996,589
YHL003C,5076,3397,449,541,4367
YHL004W,1218,6636,2226,6169,410
YHL005C,3935,2361,3236,4820,2719
YHL006C,1114,3156,4496,2643,1915
YHL006W-A,2693,-2,-2,-2,-2
YHL007C,4335,48,469,5960,1933
YHL008C,2918,6467,3005,2213,2990
YHL009C,5894,1173,4451,4713,6174
YHL009W-A,1213,5006,4270,2211,4176
YHL009W-B,3784,4165,5006,485,3492
YHL010C,4270,4051,3996,5839,5215
YHL011C,3857,5615,5078,5833,369
YHL012W,268,6629,269,386,2043
YHL013C,2003,1840,4433,310,5863
YHL014C,2703,4898,2705,2942,1744
YHL015W,846,298,446,6560,1804
YHL015W-A,4065,493,464,5123,5139
YHL016C,479,4227,2120,3240,6270
YHL017W,5569,4198,922,2626,1378
YHL018W,876,6518,5985,3247,1350
YHL019C,6486,3807,4273,1994,2646
YHL019W-A,2708,-2,-2,-2,-2
YHL020C,1164,1863,5668,3417,4929
YHL021C,2045,5023,1635,4709,1214
YHL022C,1935,1955,1455,452,4995
YHL023C,3635,1696,237,1169,5698
YHL024W,3366,3588,5990,2892,309
YHL025W,3441,565,5492,6172,6038
YHL026C,1264,4690,4689,1607,4394
YHL027W,2141,4916,6023,5420,4107
YHL028W,5738,3143,4447,3105,5205
YHL029C,5216,5170,753,5143,1103
YHL030W,2029,2036,1958,923,2086
YHL030W-A,2722,3234,-2,-2,-2
YHL031C,3014,4161,4108,4377,3873
YHL032C,3181,5859,3071,1789,3762
YHL033C,846,298,446,6560,1804
YHL034C,2726,4278,2144,6340,2543
YHL034W-A,2725,-2,-2,-2,-2
YHL035C,2799,1475,424,5628,2732
YHL036W,2281,4175,3108,4073,6443
YHL037C,4065,-2,-2,-2,-2
YHL038C,3883,6693,840,1244,6694
YHL039W,3082,547,2365,5134,3625
YHL040C,4812,1892,1699,6141,4309
YHL041W,2739,2741,3898,2737,3894
YHL042W,2738,2739,2733,2741,3898
YHL043W,6250,2739,2741,2733,3898
YHL044W,2737,2742,2743,2739,2741
YHL045W,2743,2736,2739,2733,2741
YHL046C,5548,1680,81,579,3204
YHL046W-A,2740,2741,3898,2733,2737
YHL047C,2739,6142,1892,6141,4812
YHL048C-A,2739,2733,3898,2737,3894
YHL048W,5711,3052,1767,580,2019
YHL049C,2744,2023,2745,3009,4590
YHL050C,2743,3006,4081,4597,5465
YHL050W-A,593,2743,2744,1761,3784
YHR001W,2566,1605,2284,5801,3431
YHR001W-A,2566,1605,2284,5801,3431
YHR002W,5222,5847,2747,4997,4502
YHR003C,5093,3565,5113,3018,6244
YHR004C,7,4929,1340,6062,1574
YHR005C,5960,4579,2564,1648,3632
YHR005C-A,2564,1648,3632,3872,2395
YHR006W,1201,3420,2057,4876,5118
YHR007C,4139,2430,5404,2968,2835
YHR007C-A,-2,-2,-2,-2,-2
YHR008C,3599,2459,1308,6171,4277
YHR009C,2517,5545,2380,5555,5068
YHR010W,846,298,446,6560,1804
YHR011W,6505,6256,4502,6322,2568
YHR012W,5805,5871,3310,6114,3418
YHR013C,6001,810,6509,1685,5629
YHR014W,2712,4892,3588,6108,4371
YHR015W,1215,6331,2561,2543,2144
YHR016C,5925,614,128,3275,746
YHR017W,3248,6494,6279,6416,2766
YHR018C,3348,5612,1799,6270,610
YHR019C,2345,6322,205,2768,3099
YHR020W,205,2767,6322,5912,2649
YHR021C,846,298,446,6560,1804
YHR021W-A,6699,4730,6702,1870,3061
YHR022C,4984,6474,686,5303,4145
YHR022C-A,4065,794,-2,-2,-2
YHR023W,1998,2202,6407,6661,5771
YHR024C,4265,2284,170,3407,5486
YHR025W,715,1776,3636,1199,4979
YHR026W,4574,389,2384,6086,6018
YHR027C,3258,4699,6009,1739,2143
YHR028C,2779,6547,1810,3856,3828
YHR028W-A,2778,-2,-2,-2,-2
YHR029C,5689,4852,5065,3886,3380
YHR030C,6247,3136,4285,5165,1853
YHR031C,4958,5396,3352,1837,4634
YHR032C-A,2785,-2,-2,-2,-2
YHR032W,2783,1159,5679,5639,680
YHR032W-A,2783,2784,-2,-2,-2
YHR033W,6076,4565,2790,1742,1356
YHR034C,1236,719,6400,6061,4300
YHR035W,2866,5161,3132,975,6382
YHR036W,3056,2602,2193,2631,1897
YHR037W,4227,6076,4565,1742,1356
YHR038W,410,707,4962,2005,6169
YHR039C,4574,3748,6493,389,1683
YHR039C-A,4574,3748,6493,389,1683
YHR040W,26,744,1236,6357,6400
YHR041C,2224,2475,1740,528,460
YHR042W,2754,5229,366,4051,5325
YHR043C,1691,794,319,272,4093
YHR044C,6460,4667,1691,2797,2048
YHR045W,6332,4211,3953,5360,2727
YHR046C,3417,6572,1343,6437,610
YHR047C,1485,2886,2781,3995,2790
YHR048W,3145,5541,2608,5531,5377
YHR049C-A,-2,-2,-2,-2,-2
YHR049W,475,4279,5308,4589,6225
YHR050W,5682,4116,27,2642,566
YHR050W-A,4219,-2,-2,-2,-2
YHR051W,6703,5801,6664,2064,3431
YHR052W,5066,1869,5228,2856,2174
YHR052W-A,-2,-2,-2,-2,-2
YHR053C,2813,2263,1649,3599,270
YHR054C,-2,-2,-2,-2,-2
YHR054W-A,2813,-2,-2,-2,-2
YHR055C,2810,2263,5765,3599,2812
YHR056C,677,4847,2426,2070,126
YHR056W-A,2814,667,198,6596,4266
YHR057C,5254,623,1591,3290,4613
YHR058C,2224,5695,1740,1364,6638
YHR059W,526,707,2599,3664,5891
YHR060W,3791,6018,1683,4574,2476
YHR061C,4335,5424,5394,469,4809
YHR062C,36,3221,533,4230,5344
YHR063C,3171,441,4137,1303,6188
YHR063W-A,1008,5272,6502,6546,5913
YHR064C,2671,2106,1378,1919,5177
YHR065C,2268,4325,4300,6061,924
YHR066W,2808,5228,2856,2174,6251
YHR067W,3301,3721,276,4345,5969
YHR068W,3542,1665,3565,6527,4231
YHR069C,2848,2534,2466,694,884
YHR069C-A,2832,-2,-2,-2,-2
YHR070C-A,2832,-2,-2,-2,-2
YHR070W,6371,5650,2145,4602,5701
YHR071C-A,2835,-2,-2,-2,-2
YHR071W,6187,1632,5550,1785,3068
YHR072W,2754,2092,4184,2558,2430
YHR072W-A,4300,2857,4278,1654,988
YHR073C-B,2838,-2,-2,-2,-2
YHR073W,1863,3887,6306,221,4418
YHR073W-A,2838,-2,-2,-2,-2
YHR074W,4443,2374,2131,5957,3544
YHR075C,910,4921,3664,968,6169
YHR076W,736,5828,774,1934,3058
YHR077C,4835,2443,1215,4884,407
YHR078W,1484,2553,2253,1738,520
YHR079C,3290,1989,6281,3347,472
YHR079C-A,6281,1935,2853,378,6120
YHR080C,3339,3913,5380,2928,3793
YHR081W,694,1336,5702,2829,2466
YHR082C,3155,5116,2964,5286,440
YHR083W,4814,5137,4974,5185,8
YHR084W,337,1551,2410,6206,138
YHR085W,4084,2474,5305,2976,5524
YHR086W,1286,3079,860,4648,1291
YHR086W-A,6261,6262,6411,5721,6430
YHR087W,4740,4281,1900,2633,1968
YHR088W,5066,1869,6375,1721,6605
YHR089C,2535,6061,4278,783,988
YHR090C,5992,3576,1981,2366,6480
YHR091C,5585,5912,5188,1073,6263
YHR092C,2861,1406,3703,2862,1403
YHR093W,2860,5654,1292,5973,3156
YHR094C,1406,1548,3703,2308,2860
YHR095W,2088,5819,1378,6062,153
YHR096C,4864,2413,376,6388,5606
YHR097C,172,4364,6412,1900,4442
YHR098C,6654,975,2788,4311,6243
YHR099W,1461,591,2162,5708,3341
YHR100C,918,585,2416,5919,6370
YHR101C,4971,4137,502,6091,2121
YHR102W,3866,6110,1993,3153,6005
YHR103W,2040,1753,2039,2523,2522
YHR104W,4153,3658,1027,2577,4601
YHR105W,4752,2044,6188,3731,6114
YHR106W,6249,740,1414,190,4126
YHR107C,656,4429,3571,3586,1578
YHR108W,913,1194,1420,6486,3621
YHR109W,3433,2887,46,1510,1821
YHR110W,4613,2299,2670,84,2093
YHR111W,3018,596,5999,5237,2310
YHR112C,220,4350,4619,1763,1814
YHR113W,5636,2253,1810,5638,5653
YHR114W,5925,3275,1457,4452,663
YHR115C,5415,1744,1129,3672,4809
YHR116W,4029,3529,4019,3431,1605
YHR117W,1270,4155,817,5250,5185
YHR118C,4671,3541,5384,3459,145
YHR119W,1510,5142,440,6299,4097
YHR120W,776,548,3818,4931,6326
YHR121W,2561,824,1748,1919,5269
YHR122W,1323,3152,5363,2187,3013
YHR123W,2585,2371,5292,2552,4929
YHR124W,3366,1366,3588,6462,1341
YHR125W,4065,-2,-2,-2,-2
YHR126C,112,5852,5724,5725,5726
YHR127W,154,2982,2941,1450,1200
YHR128W,6520,1649,5481,3688,1469
YHR129C,3955,6336,1998,5071,3050
YHR130C,4065,766,6393,5115,-2
YHR131C,2900,154,3946,2895,3496
YHR131W-A,2899,-2,-2,-2,-2
YHR132C,3437,4574,2945,5400,6557
YHR132W-A,1991,2288,3452,3366,4720
YHR133C,4577,4876,5118,4681,2269
YHR134W,1582,900,495,782,2929
